source_platform,title,app_id,field_name,value,evidence_type,evidence_text,evidence_url,confidence
ios,AI BF - Virtual Boyfriend Chat,com.lyndl.aiboyfriend,languages_supported,EN,metadata,"Platform language list is available in metadata. Metadata mentions premium access, usage limits, or consumable credits.",https://apps.apple.com/us/app/ai-bf-virtual-boyfriend-chat/id6757341256?uo=4,medium
ios,Dokichat – Romantic AI Chat,club.dokichat.app,age_verification_required,False,metadata,Platform language list is available in metadata. No subscription signal found in metadata.,https://apps.apple.com/us/app/dokichat-romantic-ai-chat/id6642711442?uo=4,medium
ios,Dokichat – Romantic AI Chat,club.dokichat.app,subscription_required_for_long_chat,False,metadata,Platform language list is available in metadata. No subscription signal found in metadata.,https://apps.apple.com/us/app/dokichat-romantic-ai-chat/id6642711442?uo=4,medium
ios,Dokichat – Romantic AI Chat,club.dokichat.app,subscription_cost,none,metadata,Platform language list is available in metadata. No subscription signal found in metadata.,https://apps.apple.com/us/app/dokichat-romantic-ai-chat/id6642711442?uo=4,medium
ios,Dokichat – Romantic AI Chat,club.dokichat.app,languages_supported,EN,metadata,Platform language list is available in metadata. No subscription signal found in metadata.,https://apps.apple.com/us/app/dokichat-romantic-ai-chat/id6642711442?uo=4,medium
ios,AI Boyfriend: Spicy Chat AI,co.northlogic.aiboyfriend,age_verification_required,False,metadata,Platform language list is available in metadata. Metadata mentions premium features: NSFW content.,https://apps.apple.com/us/app/ai-boyfriend-spicy-chat-ai/id6478466685?uo=4,medium
ios,AI Boyfriend: Spicy Chat AI,co.northlogic.aiboyfriend,subscription_required_for_long_chat,unknown,metadata,Platform language list is available in metadata. Metadata mentions premium features: NSFW content.,https://apps.apple.com/us/app/ai-boyfriend-spicy-chat-ai/id6478466685?uo=4,medium
ios,AI Boyfriend: Spicy Chat AI,co.northlogic.aiboyfriend,subscription_cost,unknown,metadata,Platform language list is available in metadata. Metadata mentions premium features: NSFW content.,https://apps.apple.com/us/app/ai-boyfriend-spicy-chat-ai/id6478466685?uo=4,medium
ios,AI Boyfriend: Spicy Chat AI,co.northlogic.aiboyfriend,languages_supported,EN,metadata,Platform language list is available in metadata. Metadata mentions premium features: NSFW content.,https://apps.apple.com/us/app/ai-boyfriend-spicy-chat-ai/id6478466685?uo=4,medium
ios,AI Boyfriend: Truth or Dare+,tinyleo.com.gaycouple,age_verification_required,False,metadata,"Platform language list is available in metadata. Metadata mentions premium access, usage limits, or consumable credits. Metadata mentions premium features: NSFW content.",https://apps.apple.com/us/app/ai-boyfriend-truth-or-dare/id6448089548?uo=4,medium
ios,AI Boyfriend: Truth or Dare+,tinyleo.com.gaycouple,subscription_required_for_long_chat,True,metadata,"Platform language list is available in metadata. Metadata mentions premium access, usage limits, or consumable credits. Metadata mentions premium features: NSFW content.",https://apps.apple.com/us/app/ai-boyfriend-truth-or-dare/id6448089548?uo=4,medium
ios,AI Boyfriend: Truth or Dare+,tinyleo.com.gaycouple,subscription_cost,unknown,metadata,"Platform language list is available in metadata. Metadata mentions premium access, usage limits, or consumable credits. Metadata mentions premium features: NSFW content.",https://apps.apple.com/us/app/ai-boyfriend-truth-or-dare/id6448089548?uo=4,medium
ios,AI Boyfriend: Truth or Dare+,tinyleo.com.gaycouple,languages_supported,EN,metadata,"Platform language list is available in metadata. Metadata mentions premium access, usage limits, or consumable credits. Metadata mentions premium features: NSFW content.",https://apps.apple.com/us/app/ai-boyfriend-truth-or-dare/id6448089548?uo=4,medium
ios,Jaxxi: AI Boyfriend,com.castlepumpkin.jaxi,age_verification_required,False,metadata,"Platform language list is available in metadata. Metadata mentions premium access, usage limits, or consumable credits. Metadata mentions premium features: ad removal.",https://apps.apple.com/us/app/jaxxi-ai-boyfriend/id6714478786?uo=4,medium
ios,Jaxxi: AI Boyfriend,com.castlepumpkin.jaxi,subscription_required_for_long_chat,True,metadata,"Platform language list is available in metadata. Metadata mentions premium access, usage limits, or consumable credits. Metadata mentions premium features: ad removal.",https://apps.apple.com/us/app/jaxxi-ai-boyfriend/id6714478786?uo=4,medium
ios,Jaxxi: AI Boyfriend,com.castlepumpkin.jaxi,subscription_cost,unknown,metadata,"Platform language list is available in metadata. Metadata mentions premium access, usage limits, or consumable credits. Metadata mentions premium features: ad removal.",https://apps.apple.com/us/app/jaxxi-ai-boyfriend/id6714478786?uo=4,medium
ios,Jaxxi: AI Boyfriend,com.castlepumpkin.jaxi,languages_supported,EN,metadata,"Platform language list is available in metadata. Metadata mentions premium access, usage limits, or consumable credits. Metadata mentions premium features: ad removal.",https://apps.apple.com/us/app/jaxxi-ai-boyfriend/id6714478786?uo=4,medium
ios,Virtual Boyfriend Chat - AI BF,com.heyloopofficial.HeartMate,age_verification_required,False,metadata,"Platform language list is available in metadata. Metadata mentions premium access, usage limits, or consumable credits.",https://apps.apple.com/us/app/virtual-boyfriend-chat-ai-bf/id6747583000?uo=4,medium
ios,Virtual Boyfriend Chat - AI BF,com.heyloopofficial.HeartMate,subscription_required_for_long_chat,True,metadata,"Platform language list is available in metadata. Metadata mentions premium access, usage limits, or consumable credits.",https://apps.apple.com/us/app/virtual-boyfriend-chat-ai-bf/id6747583000?uo=4,medium
ios,Virtual Boyfriend Chat - AI BF,com.heyloopofficial.HeartMate,subscription_cost,USD 0.99/month,metadata,"Platform language list is available in metadata. Metadata mentions premium access, usage limits, or consumable credits.",https://apps.apple.com/us/app/virtual-boyfriend-chat-ai-bf/id6747583000?uo=4,medium
ios,Virtual Boyfriend Chat - AI BF,com.heyloopofficial.HeartMate,languages_supported,EN|ZH,metadata,"Platform language list is available in metadata. Metadata mentions premium access, usage limits, or consumable credits.",https://apps.apple.com/us/app/virtual-boyfriend-chat-ai-bf/id6747583000?uo=4,medium
ios,MeetAI：Chat with AI Friend,com.meet.ai,age_verification_required,False,metadata,"Platform language list is available in metadata. Metadata mentions premium access, usage limits, or consumable credits. Metadata mentions premium features: voice calls.",https://apps.apple.com/us/app/meetai-chat-with-ai-friend/id6447675508?uo=4,medium
ios,MeetAI：Chat with AI Friend,com.meet.ai,subscription_required_for_long_chat,True,metadata,"Platform language list is available in metadata. Metadata mentions premium access, usage limits, or consumable credits. Metadata mentions premium features: voice calls.",https://apps.apple.com/us/app/meetai-chat-with-ai-friend/id6447675508?uo=4,medium
ios,MeetAI：Chat with AI Friend,com.meet.ai,subscription_cost,unknown,metadata,"Platform language list is available in metadata. Metadata mentions premium access, usage limits, or consumable credits. Metadata mentions premium features: voice calls.",https://apps.apple.com/us/app/meetai-chat-with-ai-friend/id6447675508?uo=4,medium
ios,MeetAI：Chat with AI Friend,com.meet.ai,languages_supported,AR|EN|FR|DE|IT|JA|PT|RU|ES|ZH,metadata,"Platform language list is available in metadata. Metadata mentions premium access, usage limits, or consumable credits. Metadata mentions premium features: voice calls.",https://apps.apple.com/us/app/meetai-chat-with-ai-friend/id6447675508?uo=4,medium
ios,Boyfriend AI: Find True Love,com.happyapplab.boyfriendai,age_verification_required,False,metadata,Platform language list is available in metadata. No subscription signal found in metadata.,https://apps.apple.com/us/app/boyfriend-ai-find-true-love/id6470070770?uo=4,medium
ios,Boyfriend AI: Find True Love,com.happyapplab.boyfriendai,subscription_required_for_long_chat,False,metadata,Platform language list is available in metadata. No subscription signal found in metadata.,https://apps.apple.com/us/app/boyfriend-ai-find-true-love/id6470070770?uo=4,medium
ios,Boyfriend AI: Find True Love,com.happyapplab.boyfriendai,subscription_cost,none,metadata,Platform language list is available in metadata. No subscription signal found in metadata.,https://apps.apple.com/us/app/boyfriend-ai-find-true-love/id6470070770?uo=4,medium
ios,Boyfriend AI: Find True Love,com.happyapplab.boyfriendai,languages_supported,EN|FR|DE|IT|JA|ES|TR,metadata,Platform language list is available in metadata. No subscription signal found in metadata.,https://apps.apple.com/us/app/boyfriend-ai-find-true-love/id6470070770?uo=4,medium
ios,HiWaifu: AI Friend & Waifu Hub,com.hiwaifu.app,age_verification_required,False,metadata,Platform language list is available in metadata. No subscription signal found in metadata.,https://apps.apple.com/us/app/hiwaifu-ai-friend-waifu-hub/id6447806780?uo=4,medium
ios,HiWaifu: AI Friend & Waifu Hub,com.hiwaifu.app,subscription_required_for_long_chat,False,metadata,Platform language list is available in metadata. No subscription signal found in metadata.,https://apps.apple.com/us/app/hiwaifu-ai-friend-waifu-hub/id6447806780?uo=4,medium
ios,HiWaifu: AI Friend & Waifu Hub,com.hiwaifu.app,subscription_cost,none,metadata,Platform language list is available in metadata. No subscription signal found in metadata.,https://apps.apple.com/us/app/hiwaifu-ai-friend-waifu-hub/id6447806780?uo=4,medium
ios,HiWaifu: AI Friend & Waifu Hub,com.hiwaifu.app,languages_supported,AR|EN|FR|ID|JA|KO|PT|RU|ZH|ES|TH|UK,metadata,Platform language list is available in metadata. No subscription signal found in metadata.,https://apps.apple.com/us/app/hiwaifu-ai-friend-waifu-hub/id6447806780?uo=4,medium
ios,LeonTalk,com.inferbot.aiwizard,age_verification_required,False,metadata,Platform language list is available in metadata. No subscription signal found in metadata.,https://apps.apple.com/us/app/leontalk/id6740220703?uo=4,medium
ios,LeonTalk,com.inferbot.aiwizard,subscription_required_for_long_chat,False,metadata,Platform language list is available in metadata. No subscription signal found in metadata.,https://apps.apple.com/us/app/leontalk/id6740220703?uo=4,medium
ios,LeonTalk,com.inferbot.aiwizard,subscription_cost,none,metadata,Platform language list is available in metadata. No subscription signal found in metadata.,https://apps.apple.com/us/app/leontalk/id6740220703?uo=4,medium
ios,LeonTalk,com.inferbot.aiwizard,languages_supported,EN,metadata,Platform language list is available in metadata. No subscription signal found in metadata.,https://apps.apple.com/us/app/leontalk/id6740220703?uo=4,medium
ios,EVA AI Soulmate,com.ifriend.ios,age_verification_required,False,metadata,Platform language list is available in metadata. No subscription signal found in metadata.,https://apps.apple.com/us/app/eva-ai-soulmate/id1551794721?uo=4,medium
ios,EVA AI Soulmate,com.ifriend.ios,subscription_required_for_long_chat,False,metadata,Platform language list is available in metadata. No subscription signal found in metadata.,https://apps.apple.com/us/app/eva-ai-soulmate/id1551794721?uo=4,medium
ios,EVA AI Soulmate,com.ifriend.ios,subscription_cost,none,metadata,Platform language list is available in metadata. No subscription signal found in metadata.,https://apps.apple.com/us/app/eva-ai-soulmate/id1551794721?uo=4,medium
ios,EVA AI Soulmate,com.ifriend.ios,languages_supported,EN,metadata,Platform language list is available in metadata. No subscription signal found in metadata.,https://apps.apple.com/us/app/eva-ai-soulmate/id1551794721?uo=4,medium
ios,Ai Girl: Chat with Girlfriend,ai.girl.friend.character,age_verification_required,False,metadata,Platform language list is available in metadata. No subscription signal found in metadata.,https://apps.apple.com/us/app/ai-girl-chat-with-girlfriend/id6503456381?uo=4,medium
ios,Ai Girl: Chat with Girlfriend,ai.girl.friend.character,subscription_required_for_long_chat,False,metadata,Platform language list is available in metadata. No subscription signal found in metadata.,https://apps.apple.com/us/app/ai-girl-chat-with-girlfriend/id6503456381?uo=4,medium
ios,Ai Girl: Chat with Girlfriend,ai.girl.friend.character,subscription_cost,none,metadata,Platform language list is available in metadata. No subscription signal found in metadata.,https://apps.apple.com/us/app/ai-girl-chat-with-girlfriend/id6503456381?uo=4,medium
ios,Ai Girl: Chat with Girlfriend,ai.girl.friend.character,languages_supported,AR|EN|FR|DE|HI|IT|JA|KO|PT|RU|ZH|ES|SV|TR,metadata,Platform language list is available in metadata. No subscription signal found in metadata.,https://apps.apple.com/us/app/ai-girl-chat-with-girlfriend/id6503456381?uo=4,medium
ios,Fling AI Character & Roleplay,com.pixerylabs.aifriend,age_verification_required,False,metadata,"Platform language list is available in metadata. Metadata mentions premium access, usage limits, or consumable credits. Metadata mentions premium features: unlimited messaging, voice calls.",https://apps.apple.com/us/app/fling-ai-character-roleplay/id6478596328?uo=4,medium
ios,Fling AI Character & Roleplay,com.pixerylabs.aifriend,subscription_required_for_long_chat,True,metadata,"Platform language list is available in metadata. Metadata mentions premium access, usage limits, or consumable credits. Metadata mentions premium features: unlimited messaging, voice calls.",https://apps.apple.com/us/app/fling-ai-character-roleplay/id6478596328?uo=4,medium
ios,Fling AI Character & Roleplay,com.pixerylabs.aifriend,subscription_cost,unknown,metadata,"Platform language list is available in metadata. Metadata mentions premium access, usage limits, or consumable credits. Metadata mentions premium features: unlimited messaging, voice calls.",https://apps.apple.com/us/app/fling-ai-character-roleplay/id6478596328?uo=4,medium
ios,Fling AI Character & Roleplay,com.pixerylabs.aifriend,languages_supported,EN,metadata,"Platform language list is available in metadata. Metadata mentions premium access, usage limits, or consumable credits. Metadata mentions premium features: unlimited messaging, voice calls.",https://apps.apple.com/us/app/fling-ai-character-roleplay/id6478596328?uo=4,medium
ios,HiBae - Best AI Companion,ai.hibae.3d,age_verification_required,False,metadata,Platform language list is available in metadata. No subscription signal found in metadata.,https://apps.apple.com/us/app/hibae-best-ai-companion/id6449830507?uo=4,medium
ios,HiBae - Best AI Companion,ai.hibae.3d,subscription_required_for_long_chat,False,metadata,Platform language list is available in metadata. No subscription signal found in metadata.,https://apps.apple.com/us/app/hibae-best-ai-companion/id6449830507?uo=4,medium
ios,HiBae - Best AI Companion,ai.hibae.3d,subscription_cost,none,metadata,Platform language list is available in metadata. No subscription signal found in metadata.,https://apps.apple.com/us/app/hibae-best-ai-companion/id6449830507?uo=4,medium
ios,HiBae - Best AI Companion,ai.hibae.3d,languages_supported,EN,metadata,Platform language list is available in metadata. No subscription signal found in metadata.,https://apps.apple.com/us/app/hibae-best-ai-companion/id6449830507?uo=4,medium
ios,DoloPlanet – Sensual AI Crush,net.dolopla.app,age_verification_required,False,metadata,"Platform language list is available in metadata. Metadata mentions premium access, usage limits, or consumable credits. No subscription signal found in metadata.",https://apps.apple.com/us/app/doloplanet-sensual-ai-crush/id6737131196?uo=4,medium
ios,DoloPlanet – Sensual AI Crush,net.dolopla.app,subscription_required_for_long_chat,True,metadata,"Platform language list is available in metadata. Metadata mentions premium access, usage limits, or consumable credits. No subscription signal found in metadata.",https://apps.apple.com/us/app/doloplanet-sensual-ai-crush/id6737131196?uo=4,medium
ios,DoloPlanet – Sensual AI Crush,net.dolopla.app,subscription_cost,none,metadata,"Platform language list is available in metadata. Metadata mentions premium access, usage limits, or consumable credits. No subscription signal found in metadata.",https://apps.apple.com/us/app/doloplanet-sensual-ai-crush/id6737131196?uo=4,medium
ios,DoloPlanet – Sensual AI Crush,net.dolopla.app,languages_supported,EN|JA|KO,metadata,"Platform language list is available in metadata. Metadata mentions premium access, usage limits, or consumable credits. No subscription signal found in metadata.",https://apps.apple.com/us/app/doloplanet-sensual-ai-crush/id6737131196?uo=4,medium
ios,Intimate - AI Girlfriend Chat,com.example.intimatev2,age_verification_required,False,metadata,"Platform language list is available in metadata. Metadata mentions premium access, usage limits, or consumable credits. Metadata mentions premium features: voice calls, ad removal.",https://apps.apple.com/us/app/intimate-ai-girlfriend-chat/id6449442465?uo=4,medium
ios,Intimate - AI Girlfriend Chat,com.example.intimatev2,subscription_required_for_long_chat,True,metadata,"Platform language list is available in metadata. Metadata mentions premium access, usage limits, or consumable credits. Metadata mentions premium features: voice calls, ad removal.",https://apps.apple.com/us/app/intimate-ai-girlfriend-chat/id6449442465?uo=4,medium
ios,Intimate - AI Girlfriend Chat,com.example.intimatev2,subscription_cost,unknown,metadata,"Platform language list is available in metadata. Metadata mentions premium access, usage limits, or consumable credits. Metadata mentions premium features: voice calls, ad removal.",https://apps.apple.com/us/app/intimate-ai-girlfriend-chat/id6449442465?uo=4,medium
ios,Intimate - AI Girlfriend Chat,com.example.intimatev2,languages_supported,AR|BG|CS|DA|NL|EN|ET|FI|FR|DE|EL|HE|HU|ID|IT|JA|KO|LV|LT|NB|PL|PT|RO|RU|ZH|SK|SL|ES|SV|TH|TR|UK|VI,metadata,"Platform language list is available in metadata. Metadata mentions premium access, usage limits, or consumable credits. Metadata mentions premium features: voice calls, ad removal.",https://apps.apple.com/us/app/intimate-ai-girlfriend-chat/id6449442465?uo=4,medium
ios,Blush: AI Dating Simulator,ai.blush.app,age_verification_required,False,metadata,Platform language list is available in metadata. No subscription signal found in metadata.,https://apps.apple.com/us/app/blush-ai-dating-simulator/id1641301004?uo=4,medium
ios,Blush: AI Dating Simulator,ai.blush.app,subscription_required_for_long_chat,False,metadata,Platform language list is available in metadata. No subscription signal found in metadata.,https://apps.apple.com/us/app/blush-ai-dating-simulator/id1641301004?uo=4,medium
ios,Blush: AI Dating Simulator,ai.blush.app,subscription_cost,none,metadata,Platform language list is available in metadata. No subscription signal found in metadata.,https://apps.apple.com/us/app/blush-ai-dating-simulator/id1641301004?uo=4,medium
ios,Blush: AI Dating Simulator,ai.blush.app,languages_supported,EN|FR|DE|IT|PT|ES,metadata,Platform language list is available in metadata. No subscription signal found in metadata.,https://apps.apple.com/us/app/blush-ai-dating-simulator/id1641301004?uo=4,medium
ios,Romantic AI Girlfriend Chat,com.romanticai.romanticai,age_verification_required,False,metadata,Platform language list is available in metadata. No subscription signal found in metadata.,https://apps.apple.com/us/app/romantic-ai-girlfriend-chat/id1604044764?uo=4,medium
ios,Romantic AI Girlfriend Chat,com.romanticai.romanticai,subscription_required_for_long_chat,False,metadata,Platform language list is available in metadata. No subscription signal found in metadata.,https://apps.apple.com/us/app/romantic-ai-girlfriend-chat/id1604044764?uo=4,medium
ios,Romantic AI Girlfriend Chat,com.romanticai.romanticai,subscription_cost,none,metadata,Platform language list is available in metadata. No subscription signal found in metadata.,https://apps.apple.com/us/app/romantic-ai-girlfriend-chat/id1604044764?uo=4,medium
ios,Romantic AI Girlfriend Chat,com.romanticai.romanticai,languages_supported,EN,metadata,Platform language list is available in metadata. No subscription signal found in metadata.,https://apps.apple.com/us/app/romantic-ai-girlfriend-chat/id1604044764?uo=4,medium
ios,SoulOn-AI Girlfriend 18+ Chat,ai.soulon.app,age_verification_required,False,metadata,Platform language list is available in metadata. No subscription signal found in metadata.,https://apps.apple.com/us/app/soulon-ai-girlfriend-18-chat/id6705133758?uo=4,medium
ios,SoulOn-AI Girlfriend 18+ Chat,ai.soulon.app,subscription_required_for_long_chat,False,metadata,Platform language list is available in metadata. No subscription signal found in metadata.,https://apps.apple.com/us/app/soulon-ai-girlfriend-18-chat/id6705133758?uo=4,medium
ios,SoulOn-AI Girlfriend 18+ Chat,ai.soulon.app,subscription_cost,none,metadata,Platform language list is available in metadata. No subscription signal found in metadata.,https://apps.apple.com/us/app/soulon-ai-girlfriend-18-chat/id6705133758?uo=4,medium
ios,SoulOn-AI Girlfriend 18+ Chat,ai.soulon.app,languages_supported,EN,metadata,Platform language list is available in metadata. No subscription signal found in metadata.,https://apps.apple.com/us/app/soulon-ai-girlfriend-18-chat/id6705133758?uo=4,medium
ios,Anime Boyfriend - AI Boy Chat,com.AIBoyfriend.lovechat,age_verification_required,False,metadata,Platform language list is available in metadata. No subscription signal found in metadata.,https://apps.apple.com/us/app/anime-boyfriend-ai-boy-chat/id6472152442?uo=4,medium
ios,Anime Boyfriend - AI Boy Chat,com.AIBoyfriend.lovechat,subscription_required_for_long_chat,False,metadata,Platform language list is available in metadata. No subscription signal found in metadata.,https://apps.apple.com/us/app/anime-boyfriend-ai-boy-chat/id6472152442?uo=4,medium
ios,Anime Boyfriend - AI Boy Chat,com.AIBoyfriend.lovechat,subscription_cost,none,metadata,Platform language list is available in metadata. No subscription signal found in metadata.,https://apps.apple.com/us/app/anime-boyfriend-ai-boy-chat/id6472152442?uo=4,medium
ios,Anime Boyfriend - AI Boy Chat,com.AIBoyfriend.lovechat,languages_supported,EN|FR|DE,metadata,Platform language list is available in metadata. No subscription signal found in metadata.,https://apps.apple.com/us/app/anime-boyfriend-ai-boy-chat/id6472152442?uo=4,medium
ios,Cru.AI Mobile: Chat with AI,com.generator.artiblend,age_verification_required,False,metadata,"Platform language list is available in metadata. Metadata mentions premium access, usage limits, or consumable credits. Metadata mentions premium features: voice calls, faster responses.",https://apps.apple.com/us/app/cru-ai-mobile-chat-with-ai/id6448693059?uo=4,medium
ios,Cru.AI Mobile: Chat with AI,com.generator.artiblend,subscription_required_for_long_chat,True,metadata,"Platform language list is available in metadata. Metadata mentions premium access, usage limits, or consumable credits. Metadata mentions premium features: voice calls, faster responses.",https://apps.apple.com/us/app/cru-ai-mobile-chat-with-ai/id6448693059?uo=4,medium
ios,Cru.AI Mobile: Chat with AI,com.generator.artiblend,subscription_cost,unknown,metadata,"Platform language list is available in metadata. Metadata mentions premium access, usage limits, or consumable credits. Metadata mentions premium features: voice calls, faster responses.",https://apps.apple.com/us/app/cru-ai-mobile-chat-with-ai/id6448693059?uo=4,medium
ios,Cru.AI Mobile: Chat with AI,com.generator.artiblend,languages_supported,EN,metadata,"Platform language list is available in metadata. Metadata mentions premium access, usage limits, or consumable credits. Metadata mentions premium features: voice calls, faster responses.",https://apps.apple.com/us/app/cru-ai-mobile-chat-with-ai/id6448693059?uo=4,medium
ios,"Winked: Choose, Flirt, Love",com.nanobitsoftware.virtuallife,age_verification_required,False,metadata,"Platform language list is available in metadata. Metadata mentions premium access, usage limits, or consumable credits. Metadata mentions premium features: voice calls.",https://apps.apple.com/us/app/winked-choose-flirt-love/id1553495817?uo=4,medium
ios,"Winked: Choose, Flirt, Love",com.nanobitsoftware.virtuallife,subscription_required_for_long_chat,True,metadata,"Platform language list is available in metadata. Metadata mentions premium access, usage limits, or consumable credits. Metadata mentions premium features: voice calls.",https://apps.apple.com/us/app/winked-choose-flirt-love/id1553495817?uo=4,medium
ios,"Winked: Choose, Flirt, Love",com.nanobitsoftware.virtuallife,subscription_cost,unknown,metadata,"Platform language list is available in metadata. Metadata mentions premium access, usage limits, or consumable credits. Metadata mentions premium features: voice calls.",https://apps.apple.com/us/app/winked-choose-flirt-love/id1553495817?uo=4,medium
ios,"Winked: Choose, Flirt, Love",com.nanobitsoftware.virtuallife,languages_supported,EN|DE|IT,metadata,"Platform language list is available in metadata. Metadata mentions premium access, usage limits, or consumable credits. Metadata mentions premium features: voice calls.",https://apps.apple.com/us/app/winked-choose-flirt-love/id1553495817?uo=4,medium
ios,LoverLink:Fantasy AI Chat Bot,org.reactjs.native.example.rn-im,age_verification_required,False,metadata,"Platform language list is available in metadata. Metadata mentions premium access, usage limits, or consumable credits. Metadata mentions premium features: voice calls.",https://apps.apple.com/us/app/loverlink-fantasy-ai-chat-bot/id6480102612?uo=4,medium
ios,LoverLink:Fantasy AI Chat Bot,org.reactjs.native.example.rn-im,subscription_required_for_long_chat,True,metadata,"Platform language list is available in metadata. Metadata mentions premium access, usage limits, or consumable credits. Metadata mentions premium features: voice calls.",https://apps.apple.com/us/app/loverlink-fantasy-ai-chat-bot/id6480102612?uo=4,medium
ios,LoverLink:Fantasy AI Chat Bot,org.reactjs.native.example.rn-im,subscription_cost,"USD 69.99/annual, approximately USD 5.83/month",metadata,"Platform language list is available in metadata. Metadata mentions premium access, usage limits, or consumable credits. Metadata mentions premium features: voice calls.",https://apps.apple.com/us/app/loverlink-fantasy-ai-chat-bot/id6480102612?uo=4,medium
ios,LoverLink:Fantasy AI Chat Bot,org.reactjs.native.example.rn-im,languages_supported,EN|FR|DE|JA|PT|ES,metadata,"Platform language list is available in metadata. Metadata mentions premium access, usage limits, or consumable credits. Metadata mentions premium features: voice calls.",https://apps.apple.com/us/app/loverlink-fantasy-ai-chat-bot/id6480102612?uo=4,medium
ios,Leo: Korean Boyfriend,com.leoaiboy.aiboy,age_verification_required,False,metadata,Platform language list is available in metadata. No subscription signal found in metadata.,https://apps.apple.com/us/app/leo-korean-boyfriend/id6751222015?uo=4,medium
ios,Leo: Korean Boyfriend,com.leoaiboy.aiboy,subscription_required_for_long_chat,False,metadata,Platform language list is available in metadata. No subscription signal found in metadata.,https://apps.apple.com/us/app/leo-korean-boyfriend/id6751222015?uo=4,medium
ios,Leo: Korean Boyfriend,com.leoaiboy.aiboy,subscription_cost,none,metadata,Platform language list is available in metadata. No subscription signal found in metadata.,https://apps.apple.com/us/app/leo-korean-boyfriend/id6751222015?uo=4,medium
ios,Leo: Korean Boyfriend,com.leoaiboy.aiboy,languages_supported,EN,metadata,Platform language list is available in metadata. No subscription signal found in metadata.,https://apps.apple.com/us/app/leo-korean-boyfriend/id6751222015?uo=4,medium
ios,Crushie Al: Chat & Companion,ai.crushie.app,age_verification_required,False,metadata,"Platform language list is available in metadata. Metadata mentions premium access, usage limits, or consumable credits. Metadata mentions premium features: memory.",https://apps.apple.com/us/app/crushie-al-chat-companion/id6741790631?uo=4,medium
ios,Crushie Al: Chat & Companion,ai.crushie.app,subscription_required_for_long_chat,True,metadata,"Platform language list is available in metadata. Metadata mentions premium access, usage limits, or consumable credits. Metadata mentions premium features: memory.",https://apps.apple.com/us/app/crushie-al-chat-companion/id6741790631?uo=4,medium
ios,Crushie Al: Chat & Companion,ai.crushie.app,subscription_cost,unknown,metadata,"Platform language list is available in metadata. Metadata mentions premium access, usage limits, or consumable credits. Metadata mentions premium features: memory.",https://apps.apple.com/us/app/crushie-al-chat-companion/id6741790631?uo=4,medium
ios,Crushie Al: Chat & Companion,ai.crushie.app,languages_supported,EN|JA|KO|MS|PT|ES|TH|ZH|VI,metadata,"Platform language list is available in metadata. Metadata mentions premium access, usage limits, or consumable credits. Metadata mentions premium features: memory.",https://apps.apple.com/us/app/crushie-al-chat-companion/id6741790631?uo=4,medium
ios,AI Boyfriend Chat - Imate,com.imate.ai.boyfriend.companion,age_verification_required,False,metadata,Platform language list is available in metadata. No subscription signal found in metadata.,https://apps.apple.com/us/app/ai-boyfriend-chat-imate/id6754762584?uo=4,medium
ios,AI Boyfriend Chat - Imate,com.imate.ai.boyfriend.companion,subscription_required_for_long_chat,False,metadata,Platform language list is available in metadata. No subscription signal found in metadata.,https://apps.apple.com/us/app/ai-boyfriend-chat-imate/id6754762584?uo=4,medium
ios,AI Boyfriend Chat - Imate,com.imate.ai.boyfriend.companion,subscription_cost,none,metadata,Platform language list is available in metadata. No subscription signal found in metadata.,https://apps.apple.com/us/app/ai-boyfriend-chat-imate/id6754762584?uo=4,medium
ios,AI Boyfriend Chat - Imate,com.imate.ai.boyfriend.companion,languages_supported,EN,metadata,Platform language list is available in metadata. No subscription signal found in metadata.,https://apps.apple.com/us/app/ai-boyfriend-chat-imate/id6754762584?uo=4,medium
ios,Ai Boyfriend: Virtual Love,com.aiboyfriend.virtuallove,age_verification_required,False,metadata,"Platform language list is available in metadata. Metadata mentions premium access, usage limits, or consumable credits. Metadata mentions premium features: unlimited messaging, memory, faster responses.",https://apps.apple.com/us/app/ai-boyfriend-virtual-love/id6757331334?uo=4,medium
ios,Ai Boyfriend: Virtual Love,com.aiboyfriend.virtuallove,subscription_required_for_long_chat,True,metadata,"Platform language list is available in metadata. Metadata mentions premium access, usage limits, or consumable credits. Metadata mentions premium features: unlimited messaging, memory, faster responses.",https://apps.apple.com/us/app/ai-boyfriend-virtual-love/id6757331334?uo=4,medium
ios,Ai Boyfriend: Virtual Love,com.aiboyfriend.virtuallove,subscription_cost,USD 12.99/month,metadata,"Platform language list is available in metadata. Metadata mentions premium access, usage limits, or consumable credits. Metadata mentions premium features: unlimited messaging, memory, faster responses.",https://apps.apple.com/us/app/ai-boyfriend-virtual-love/id6757331334?uo=4,medium
ios,Ai Boyfriend: Virtual Love,com.aiboyfriend.virtuallove,languages_supported,EN,metadata,"Platform language list is available in metadata. Metadata mentions premium access, usage limits, or consumable credits. Metadata mentions premium features: unlimited messaging, memory, faster responses.",https://apps.apple.com/us/app/ai-boyfriend-virtual-love/id6757331334?uo=4,medium
ios,Heat: Ai Girlfriend Chatbot,com.ai.tennis.master.tg,age_verification_required,False,metadata,"Platform language list is available in metadata. Metadata mentions premium access, usage limits, or consumable credits. Metadata mentions premium features: voice calls.",https://apps.apple.com/us/app/heat-ai-girlfriend-chatbot/id6471625886?uo=4,medium
