title,source_platform,app_type,web_accessible,web_url,login_required,subscription_required_for_long_chat,confidence,chosen_candidate,reason_for_choice_or_rejection
Talkie: Creative AI Community,android,companion,True,https://www.talkie-ai.com/,unknown,unknown,high,True,companion app; browser chat appears available; login complexity uncertain; free-tier limits uncertain; platform has a public web footprint worth probing; manual PoC preference boost for talkie; public character pages are well indexed for Talkie
Memozy: AI Friend & Journal,android,mixed,unknown,,unknown,True,medium,False,mixed app; web access uncertain; login complexity uncertain; subscription likely limits long chat
Mia: AI Girlfriend Waifu Chat,ios,companion,unknown,,unknown,False,medium,False,companion app; web access uncertain; login complexity uncertain; free tier appears sufficient for a short demo
Mia: Waifu AI Anime Girlfriend,ios,companion,unknown,,False,True,medium,False,companion app; web access uncertain; guest or no-login access is favorable; subscription likely limits long chat
MiraiMind -- Your AI Soulmate.,ios,companion,False,,unknown,True,medium,False,companion app; no browser chat confirmed; login complexity uncertain; subscription likely limits long chat
My AI Girlfriend,ios,companion,unknown,,unknown,False,medium,False,companion app; web access uncertain; login complexity uncertain; free tier appears sufficient for a short demo
My Ai Girlfriend - Ai Chat 18,ios,companion,unknown,,unknown,True,medium,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat
My Girl - AI Girlfriend Chat,ios,companion,unknown,,unknown,True,medium,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat
My Virtual Boyfriend Talk,ios,companion,unknown,,unknown,True,medium,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat
MyChar: Chat with AI Friends,ios,companion,unknown,,unknown,True,medium,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat
MyMate: AI Boyfriend Chat,ios,companion,unknown,,unknown,False,medium,False,companion app; web access uncertain; login complexity uncertain; free tier appears sufficient for a short demo
MyPartner: Ai Girlfriend Chat,ios,companion,unknown,,unknown,True,medium,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat
Nexus Bond AI,ios,companion,unknown,,unknown,True,medium,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat
Nomi: AI Companion with a Soul,ios,companion,True,https://nomi.ai,True,unknown,medium,False,companion app; browser chat appears available; login required; free-tier limits uncertain
Open Love - AI Girlfriend,ios,companion,unknown,,unknown,False,medium,False,companion app; web access uncertain; login complexity uncertain; free tier appears sufficient for a short demo
Ourdream: AI Companion,ios,companion,unknown,,unknown,False,medium,False,companion app; web access uncertain; login complexity uncertain; free tier appears sufficient for a short demo
Partnr: AI Companion,ios,companion,unknown,,unknown,True,medium,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat
Peameet-Emotional AI Companion,ios,companion,unknown,,unknown,False,medium,False,companion app; web access uncertain; login complexity uncertain; free tier appears sufficient for a short demo
Perfect Girl - Virtual AI Chat,ios,companion,unknown,,unknown,True,medium,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat
Perfect Girlfriend AI Fantasy,ios,companion,unknown,,unknown,True,medium,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat
Persona.AI: your AI soulmate,android,companion,unknown,,unknown,True,medium,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat
Phonic:AI Girlfriend&PhotoChat,ios,companion,unknown,,unknown,False,medium,False,companion app; web access uncertain; login complexity uncertain; free tier appears sufficient for a short demo
Poly Character AI,ios,companion,unknown,,unknown,False,medium,False,companion app; web access uncertain; login complexity uncertain; free tier appears sufficient for a short demo; platform has a public web footprint worth probing
Romantic AI Girlfriend Chat,ios,companion,False,,unknown,False,medium,False,companion app; no browser chat confirmed; login complexity uncertain; free tier appears sufficient for a short demo
Ruby Chat - AI Girlfriend 18+,android,companion,unknown,,unknown,True,medium,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat
Ruby Chat: AI Girlfriend 18+,ios,companion,False,,unknown,True,medium,False,companion app; no browser chat confirmed; login complexity uncertain; subscription likely limits long chat
Saen-D: AI Companion,ios,companion,unknown,,unknown,False,medium,False,companion app; web access uncertain; login complexity uncertain; free tier appears sufficient for a short demo
Sankaku Anime & AI Girlfriend,ios,companion,unknown,,unknown,False,medium,False,companion app; web access uncertain; login complexity uncertain; free tier appears sufficient for a short demo
Serena : AI Girlfriend,ios,companion,unknown,,unknown,True,medium,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat
SexyChat-AI RolePlay CrushChat,ios,companion,unknown,,unknown,True,medium,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat
Siya - AI Soulmate,ios,companion,unknown,,unknown,False,medium,False,companion app; web access uncertain; login complexity uncertain; free tier appears sufficient for a short demo
Smart Virtual Boyfriend,ios,companion,unknown,,unknown,False,medium,False,companion app; web access uncertain; login complexity uncertain; free tier appears sufficient for a short demo
Sophia: My AI Girlfriend,ios,companion,unknown,,unknown,True,medium,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat
SoulHi: AI Live Roleplay Chat,ios,companion,unknown,,unknown,True,medium,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat
SoulOn-AI Girlfriend 18+ Chat,ios,companion,True,https://api.soulon.ai/html/pp/Support.html,unknown,False,medium,False,companion app; browser chat appears available; login complexity uncertain; free tier appears sufficient for a short demo
Souleasy: AI Chat & Roleplay,android,companion,unknown,,unknown,True,medium,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat
Spicy Chat AI,ios,companion,True,https://underthedream.com/spicy-chat-ai,unknown,True,medium,False,companion app; browser chat appears available; login complexity uncertain; subscription likely limits long chat
Spicy Chat AI - AI Roleplay,ios,companion,unknown,,unknown,True,medium,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat
Spicy GF: AI Girlfriend Chat,android,companion,unknown,,unknown,True,medium,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat
SpicyGF: My AI Girlfriend Chat,ios,companion,unknown,,unknown,True,medium,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat
Spicychat AI: Roleplay Chat GF,ios,companion,False,,unknown,unknown,medium,False,companion app; no browser chat confirmed; login complexity uncertain; free-tier limits uncertain
SweetTalk: Your AI Girlfriend,ios,companion,unknown,,unknown,True,medium,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat
Talki AI Friend Roleplay,android,companion,unknown,,unknown,False,medium,False,companion app; web access uncertain; login complexity uncertain; free tier appears sufficient for a short demo
Talking Buddy: 3D AI Friend,android,companion,unknown,,unknown,True,medium,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat
Tipsy Chat: Live Your Story,ios,companion,unknown,,unknown,True,medium,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat
Urvashi: Indian AI Girlfriend,android,companion,unknown,,unknown,True,medium,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat
VCharm - your AI love coach,ios,companion,unknown,,unknown,False,medium,False,companion app; web access uncertain; login complexity uncertain; free tier appears sufficient for a short demo
Viky AI Girlfriend Chat Games,ios,companion,unknown,,unknown,False,medium,False,companion app; web access uncertain; login complexity uncertain; free tier appears sufficient for a short demo
Vinabot - Warm AI Companion,ios,companion,unknown,,unknown,True,medium,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat
Virtual AI Boyfriend: SpicyBF,ios,companion,unknown,,unknown,True,medium,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat
Virtual AI Girlfriend CoupleAI,android,companion,unknown,,unknown,True,medium,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat
Virtual AI Girlfriend: AI Chat,android,companion,unknown,,unknown,True,medium,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat
Virtual Boyfriend Chat - AI BF,ios,companion,False,,unknown,True,medium,False,companion app; no browser chat confirmed; login complexity uncertain; subscription likely limits long chat
Virtual Boyfriend Joke,ios,companion,unknown,,unknown,False,medium,False,companion app; web access uncertain; login complexity uncertain; free tier appears sufficient for a short demo
Virtual Girl – AI Chatbot,ios,companion,unknown,,unknown,True,medium,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat
Waife: AI Girl Fantasy Chat,ios,companion,unknown,,unknown,False,medium,False,companion app; web access uncertain; login complexity uncertain; free tier appears sufficient for a short demo
Waifu AI Anime Girlfriend Chat,ios,companion,False,,unknown,True,medium,False,companion app; no browser chat confirmed; login complexity uncertain; subscription likely limits long chat
Waifu AI Girlfriend chat AI GF,ios,companion,unknown,,unknown,False,medium,False,companion app; web access uncertain; login complexity uncertain; free tier appears sufficient for a short demo
Waifu Chat Anime AI Girlfriend,ios,companion,unknown,,unknown,False,medium,False,companion app; web access uncertain; login complexity uncertain; free tier appears sufficient for a short demo
Waifu Chat: AI Girlfriend,ios,companion,unknown,,unknown,False,medium,False,companion app; web access uncertain; login complexity uncertain; free tier appears sufficient for a short demo
WarmUp – Workout AI Companion,ios,companion,unknown,,unknown,True,medium,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat
"Winked: Choose, Flirt, Love",ios,companion,False,,unknown,True,medium,False,companion app; no browser chat confirmed; login complexity uncertain; subscription likely limits long chat
Winky:Your Personal AI Friends,ios,companion,False,,unknown,True,medium,False,companion app; no browser chat confirmed; login complexity uncertain; subscription likely limits long chat
X Girl: Your AI Girlfriend,ios,companion,unknown,,unknown,False,medium,False,companion app; web access uncertain; login complexity uncertain; free tier appears sufficient for a short demo
X.O: AI Girlfriend & Boyfriend,ios,companion,unknown,,unknown,True,medium,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat
echo.ai - Your AI Companion,ios,companion,unknown,,unknown,False,medium,False,companion app; web access uncertain; login complexity uncertain; free tier appears sufficient for a short demo
iDating - Cute AI Girlfriend,ios,companion,True,https://www.girlfriendgames.top,unknown,True,medium,False,companion app; browser chat appears available; login complexity uncertain; subscription likely limits long chat
sible - AI Companions,android,companion,unknown,,unknown,True,medium,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat
Éloi: French AI Boyfriend,android,companion,unknown,,False,False,medium,False,companion app; web access uncertain; guest or no-login access is favorable; free tier appears sufficient for a short demo
AI Anime Girlfriend - Aiko,ios,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
AI Boyfriend,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
AI Boyfriend: Comforting Chat,android,companion,unknown,,unknown,False,low,False,companion app; web access uncertain; login complexity uncertain; free tier appears sufficient for a short demo
AI Boyfriend: Spicy Chat AI,ios,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
AI Boyfriend:Love Chat Partner,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
AI Character Chat,android,companion,unknown,,unknown,True,low,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat
AI Chat - AI Character Chatbot,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
AI Chat - AI Chatbot Assistant,android,mixed,unknown,,unknown,unknown,low,False,mixed app; web access uncertain; login complexity uncertain; free-tier limits uncertain
AI Companion - Character Chat,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
AI Companion - Voice Calls,ios,companion,unknown,,unknown,True,low,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat
AI Companion Colloqio Chat Bot,ios,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
AI GirlFriend AI Story ChatJoy,android,companion,unknown,,unknown,True,low,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat
AI Girlfriend - AI Chat,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
AI Girlfriend - Love Chat,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
AI Girlfriend - Romantic chat,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
AI Girlfriend - Spicy Chat,ios,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
AI Girlfriend - TruMate,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
AI Girlfriend Chat & Romance,ios,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
AI Girlfriend Chat with Girls,ios,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
AI Girlfriend Chat: Jessy,ios,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
AI Girlfriend Chat: Sparks,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
AI Girlfriend My Secret Play,ios,companion,unknown,,unknown,True,low,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat
AI Girlfriend Roleplay: AVA,ios,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
AI Girlfriend: Roleplay Chat,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
AI Girlfriend: Romantic Chat,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
"AI Honey : Chat, Connect, Play",android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
AI Photo Generator - Couple,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
AI girlfriend,android,companion,unknown,,unknown,True,low,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat
AIBoy - Virtual AI Boyfriend,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
AIKO: AI Girlfriend 3D Game,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Aeona: AI Roleplay & Companion,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Aiko2D - Your AI Girlfriend,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Alma - AI Companion & Friend,android,mixed,unknown,,unknown,True,low,False,mixed app; web access uncertain; login complexity uncertain; subscription likely limits long chat
Alyssa Virtual & AR Girlfriend,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Ami.ai Your AI Companion World,ios,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Amor AI: Assistant & Companion,android,companion,unknown,,unknown,True,low,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat
Amora AI Companion,ios,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
AmoreAI - AI Dating Coach,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
AmourAI : My Virtual Boyfriend,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Anima: AI Friend Virtual Chat,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Anima: My Virtual AI Boyfriend,android,companion,unknown,,unknown,True,low,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat
"Anime Character AI: Chat, Play",android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain; platform has a public web footprint worth probing
Anime Fantasy - AI Girlfriend,ios,companion,unknown,,unknown,True,low,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat
Anne: Virtual AI Roleplay Chat,ios,companion,unknown,,unknown,True,low,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat
Athena AI Life AdvisorGPT,android,companion,unknown,,True,True,low,False,companion app; web access uncertain; login required; subscription likely limits long chat
Aura - AI Chat Companion,ios,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Ave: AI Companion & Chat,ios,companion,unknown,,unknown,True,low,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat
Belova: AI Girlfriend & Chat,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Blissy: Your AI Friend,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Blush: AI Dating Simulator,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Borli - Character AI Chat,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain; platform has a public web footprint worth probing
Botify AI: Chatbot & Companion,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Boyfriend AI: Find True Love,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Boyfriend Plus,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Boyfriend Plus - Brett,ios,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Boyfriend Simulator,ios,companion,unknown,,unknown,True,low,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat
CRUSH AI: Romance & Roleplay,ios,mixed,unknown,,unknown,unknown,low,False,mixed app; web access uncertain; login complexity uncertain; free-tier limits uncertain
CRUSH AI: Romance & Roleplay,android,mixed,unknown,,unknown,unknown,low,False,mixed app; web access uncertain; login complexity uncertain; free-tier limits uncertain
CandyGF: Your Sweet AI Crush,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Caro AI: Romantic Partner Chat,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Chacha - AI Anime Chat,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
CharClub: Character AI Chat,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain; platform has a public web footprint worth probing
Chara AI: Role Play Ai Friend,android,mixed,unknown,,unknown,unknown,low,False,mixed app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Character AI - AI Girlfriend,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain; platform has a public web footprint worth probing
Character.Me: AI Roleplay Chat,android,companion,unknown,,unknown,True,low,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat
Chat AI - Your AI Boyfriend,ios,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Chat Me : Talk to Her AI,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
ChatBoo - AI Companion (GF/BF),ios,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Chatie AI: AI Chat & Companion,android,companion,unknown,,unknown,True,low,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat
Chattee Chat - AI Companion,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Chatter: Chat with AI Friends,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Chatti: Personal AI Friend,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Chatty: AI Roleplay Characters,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Cherry AI-Soulmate AI Stroy,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Companion.AI,ios,companion,unknown,,unknown,True,low,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat
Crush AI - Your AI Girlfriend,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Crush AI-Your AI Girlfriend,ios,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Cupiee: Emotional AI Companion,android,companion,unknown,,False,unknown,low,False,companion app; web access uncertain; guest or no-login access is favorable; free-tier limits uncertain
CyberLust,ios,companion,unknown,,unknown,True,low,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat
Cycle: AI Chat & AI Friends,android,companion,unknown,,unknown,True,low,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat
Date.AI - Virtual Lovers,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Dayt: AI Girlfriend,ios,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
DeepLove AI：Dream AI Love Chat,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Desi Girlfriend AI,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Deuces - AI Companions,ios,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Dewy: Chat with AI Characters,ios,companion,unknown,,unknown,True,low,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat
Dialogue: AI Chat & Companion,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
DigitalDream - AI Girlfriend,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Dippy-AI Characters & Roleplay,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Dokichat - Romantic AI Chats,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Dootchi: Chat with AI Chars,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Dootchi: Emochi Alternative,ios,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Dream Girlfriend,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Dream Mate: AI Roleplay Chat,ios,companion,unknown,,unknown,True,low,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat
DreamGF: AI Girlfriend Chat,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
DreamGF: Always Here to Talk,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
EVA AI Girlfriend & Character,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Ella | The Most Human AI,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Emily: Your AI Character,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Eve: Your AI Girlfriend,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Fanchatsy - 3D AI girlfriend,ios,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Fantasy AI: RP & Companions,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Flamify: Love Chat & AI Dating,android,companion,unknown,,unknown,True,low,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat
Flipped:Chat with AI Character,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Flirtify - AI RolePlay Chat,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Floze: Meet your AI crush,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Girlfriend Plus,ios,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Gupsy – AI Companion & Friend,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
HakkoAI,android,mixed,unknown,,unknown,True,low,False,mixed app; web access uncertain; login complexity uncertain; subscription likely limits long chat
HalFind-My Perfect Boy,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Hana.AI - Fun Soulmate Talk,android,companion,unknown,,unknown,True,low,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat
Hangjam: AI Chat and Roleplay,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Heartsy: Flirty Friend AI Chat,android,companion,unknown,,unknown,True,low,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat
Heat: Ai Girlfriend Chatbot,ios,companion,unknown,,unknown,True,low,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat
Hey Love Adam: Texting Game,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
HeyLady: Indian AI Girlfriend,ios,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
HiWaifu: AI Friend & Waifu Hub,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain; platform has a public web footprint worth probing; manual PoC preference boost for hiwaifu; auth friction for HiWaifu may require fallback
Him - AI Boyfriend Chat,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Him AI: AI Dream Boyfriend,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Honey & Roleplay AI Chatbot,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Honey AI - Virtual companion,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
HoneyChat: Your AI Friend,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
"Huma - AI Chat, Fun & Images",android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Idolchat: AI Girlfriend & Chat,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Indian AI Boyfriend: Raj,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Intimate - AI Girlfriend,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
J.AI - AI Roleplay Chat,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Jack - AI Boyfriend,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Jaxi - AI Boyfriend Chat,android,companion,unknown,,unknown,True,low,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat
